a,Rstar,R0,psi,pi,mean_nz,meannh
2.09941473966083e-05,1.10964671762688,0.127545393011926,14.943419744617,2.37769258036759e-06,14681.6952568115,15502.4293923382
1.87177884952901e-05,1.08892717975667,0.0624963734306998,18.2662371734576,1.6304539712268e-06,11934.1613773577,12601.3032468729
1.43297898093564e-05,1.09759480822099,0.0154064737153743,26.620533609998,1.29408018303503e-06,8116.0304962084,8569.73173143351
1.73785138837416e-05,1.63814340552112,0.0172768465230259,69.3139553079828,6.88874457650563e-06,3080.37637553259,3252.57515758378
1.25636243620031e-05,1.01993132237396,0.0156220840993113,32.1882028442482,2.49409346591621e-07,6689.76864492751,7063.73918372622
1.61692528159171e-05,1.16049762083929,0.011703120933473,25.2080770590304,2.2626623802773e-06,8580.11300861515,9059.75732145977
1.84864217105666e-05,1.23835591999817,0.0375118083651266,45.4993648352116,3.6968301739608e-06,4710.68593908131,4974.02206507508
1.37864085319368e-05,1.27730436236026,0.119414751330315,51.0791443231886,3.398873839039e-06,4190.97751811068,4425.26097449442
2.02591083978871e-05,1.40484508110964,0.0996665524274308,63.6118807912046,6.48436258840502e-06,3358.69544819432,3546.45278526971
2.37948013830911e-05,1.83067956166329,0.0348258516775069,55.1841910043451,1.11863064596798e-05,3876.34991233255,4093.04509900191
1.67610083030658e-05,1.3749259636213,0.0940309626028322,40.2625576052893,5.04480898570896e-06,5331.15415284173,5629.17560870612
1.80492649221746e-05,1.48287336831433,0.0553471992576204,44.7818426719845,6.22168522360031e-06,4787.02211518264,5054.62557573185
1.68515761116156e-05,1.30898806923658,0.153501425964516,54.7517420727988,4.6990633743756e-06,3907.25063293955,4125.67322749818
1.4783524553231e-05,1.38779216407889,0.0150827239335855,32.3021832552779,4.1941724550095e-06,6665.78826345557,7038.41825422405
2.28804940682938e-05,1.07449387031687,0.114354777830152,52.1873534000727,1.79106311411059e-06,4101.11468071491,4330.37463695947
1.57618368213186e-05,1.54602245533587,0.0160903642844786,97.1372391768574,5.65769227322075e-06,2193.47163937629,2316.09079324482
1.20415757326148e-05,1.15758544810397,0.0704760620129554,48.9803815913198,1.76351886875105e-06,4372.42159700154,4616.84811565636
1.29327015089672e-05,1.18202745537909,0.0667795642980333,57.8271629167905,2.13406804465904e-06,3697.62807212692,3904.33237474269
1.75188032690082e-05,1.35037085099969,0.00549038843740652,80.5778359481016,4.57048935386317e-06,2647.07336448454,2795.04970042354
1.87480630165022e-05,1.13387577395979,0.00459462312948648,43.6812144047595,2.22374382491011e-06,4909.04732855232,5183.47222601707
2.15938214700557e-05,1.71271058594205,0.00915524239142676,37.5276923908233,9.06867037515583e-06,5724.95945157318,6044.99535779679
1.60942645722069e-05,1.57682523160743,0.0256939906412554,22.14411755051,6.0426744987473e-06,9795.12653407859,10342.6923681121
2.07584428475099e-05,1.40928021261831,0.0261196596301337,41.3708482458799,6.19017944663533e-06,5186.57516409267,5476.51438495146
1.24850818256987e-05,1.30808134761216,0.000479190755368508,20.4188902485168,2.94187878589964e-06,10643.8504732472,11238.8615577324
2.26586878321515e-05,1.20668643487798,0.157669694768112,17.2467993510859,4.60742014726544e-06,12661.0562925456,13368.8329429495
1.61902164717587e-05,1.19210983478201,0.0375858728375972,56.4161652444843,2.71091962746415e-06,3790.93953696548,4002.86012442366
2.0207897059598e-05,1.20365052782993,0.0530434004810524,31.4112248382047,3.61049559889641e-06,6857.95023131074,7241.32243432448
2.12244504934307e-05,1.88497437908795,0.0145411518112315,87.3587871067572,1.011145816117e-05,2440.41507328898,2576.83882548293
1.35500151897138e-05,1.45153801369367,0.0871112339968509,24.3682342715601,4.61722656969501e-06,8882.10514705498,9378.63138343382
1.22923135106564e-05,1.90101584529857,0.020114353341235,50.1048252953733,5.9456511272163e-06,4273.30061908545,4512.18609028632
1.76913159179594e-05,1.51340393432747,0.0254593002391689,29.2605178002103,6.15823895619315e-06,7370.88644279761,7782.932736286
1.56025332965646e-05,1.11482595388947,0.0536492867912235,47.3135758104966,1.69812162624172e-06,4528.1140892913,4781.24410851825
2.03461664813943e-05,1.31271735024615,0.0424012359148637,9.19596992704024,5.06139747607846e-06,24402.4770982344,25766.6210608765
1.68664643401075e-05,1.6040684159383,0.0183299091550085,22.5961659668757,6.47014808073889e-06,9594.6664442125,10131.0261855104
1.8776772667137e-05,1.11947916088413,0.0448213212069636,13.5357755649563,2.09799234137382e-06,16268.5519682709,17177.9943523005
1.89725216448326e-05,1.37177671398139,0.112965980685919,65.0388183600405,5.79660796826602e-06,3284.4325042024,3468.03840426232
1.58362900649244e-05,1.15460079152261,0.143508564868032,48.9534947313446,2.47572313765947e-06,4374.84802734318,4619.41018797763
2.37046674961215e-05,1.14183597369096,0.0419544323925722,95.4298549072907,3.07340342462896e-06,2232.92358660235,2357.74817786997
1.59762458292609e-05,1.24038206582188,0.0346409493260923,32.8656755419859,3.20719383987823e-06,6549.71704786705,6915.85844129584
2.182905897089e-05,1.59143534975593,0.146204424716257,58.3189028590252,9.50139956859919e-06,3666.1787992968,3871.12502893137
1.40887948676851e-05,1.57962823139542,0.0258394455199381,27.7703970619571,5.30678638824607e-06,7773.73753340456,8208.30395388181
1.96019822430136e-05,1.07136967108577,0.00501486855410595,41.82803321263,1.31234851870756e-06,5129.19385024202,5415.92534868218
1.85570239833361e-05,1.69391348578898,0.000242728929525163,20.6071425474733,7.60360949549039e-06,10544.1565619836,11133.5945709726
2.14259371782057e-05,1.49712537983429,0.00623150565767609,35.8457521655196,7.15901022662901e-06,5997.41919743201,6332.68611138815
2.32130228126999e-05,1.16959647828998,0.0389442440368523,20.4834123167741,3.50229997083731e-06,10609.469433516,11202.5585537846
1.40357628427874e-05,1.60823767366777,0.0492272220894873,38.8142648348946,5.5831054575418e-06,5532.69618718559,5841.98421849894
1.91446717670979e-05,1.11848325637023,0.000291709833855575,20.9874311910757,2.0285874899115e-06,10348.3569489257,10926.8493945211
2.27694869188853e-05,1.40636606241145,0.0281820189016292,73.712452262816,6.76981976392624e-06,2895.30593401842,3057.15893336735
1.38616664209105e-05,1.21399666306029,0.0539677240986281,46.8553670268111,2.5828106619035e-06,4572.87658202209,4828.50890804214
1.81633229875183e-05,1.37124531867242,0.0533881999846729,32.9624438085332,5.19470344396967e-06,6530.18970789597,6895.2394866161
1.36765454728324e-05,1.36173223698155,0.074010644030238,36.4936200702291,3.92337087600514e-06,5889.4545162457,6218.68600324802
2.00219687857674e-05,1.89284313665174,0.0103626501859132,14.1370875160644,9.54294480980533e-06,15550.5500658361,16419.8548049688
1.68219282062827e-05,1.14830567885076,0.0468906632504813,14.4006586083638,2.2794265672603e-06,15255.4382248398,16108.2456618921
2.17876579763107e-05,1.14525469293971,0.00447073909910868,7.80709367551264,2.7757164566942e-06,29054.0838464846,30678.2612982133
1.56905113694854e-05,1.41109078465207,0.0112672935916587,77.1401426765135,4.62310831190217e-06,2765.8111256982,2920.42512384852
2.35464663086236e-05,1.54523087515519,0.0827374602077277,19.7612983226777,9.05748541432887e-06,11007.3983632807,11622.7324525708
1.78886492097136e-05,1.64959592890554,0.147038972134954,13.1888602370231,8.25856043363189e-06,16713.7914970395,17648.1236007747
1.2755526856455e-05,1.81312693072639,0.0409737155324344,20.6988094696151,5.96474855784079e-06,10496.2851103611,11083.047015959
1.34876756060505e-05,1.22692207441111,0.020909940436899,49.1706402392518,2.54781699163238e-06,4355.32813657711,4598.79909892735
